CityId,TARGET_FID,FieldId,CityName,DistrictName,CropName,Coef,FieldArea
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Wheat,5.53,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Barley,1.8,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Sunflower,3.36,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Rice,1.94,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Lentil,1.45,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Chickpea,1.08,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Cotton,0.0,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Sugarbeet,0.22,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Soybean,2.15,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Peanut,2.3,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Oat,0.0,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Potato,0.0,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Corn,3.8,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Canola,6.09,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Onion,2.78,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Bean,9.63,19.39
59,1037,8771,TEKİRDAĞ,ÇERKEZKÖY,Tomato,0.0,19.39
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Wheat,0.48,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Barley,2.22,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Sunflower,1.29,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Rice,3.6,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Lentil,2.32,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Chickpea,0.0,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Cotton,1.56,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Sugarbeet,0.0,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Soybean,0.89,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Peanut,2.67,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Oat,1.15,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Potato,0.3,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Corn,4.85,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Canola,1.91,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Onion,0.0,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Bean,4.53,14.31
59,1037,8772,TEKİRDAĞ,ÇERKEZKÖY,Tomato,2.36,14.31
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Wheat,1.3,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Barley,4.53,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Sunflower,0.0,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Rice,0.23,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Lentil,2.99,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Chickpea,0.0,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Cotton,3.46,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Sugarbeet,2.72,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Soybean,0.19,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Peanut,7.51,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Oat,0.64,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Potato,5.0,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Corn,0.0,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Canola,0.76,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Onion,0.0,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Bean,6.27,33.0
59,1037,8773,TEKİRDAĞ,ÇERKEZKÖY,Tomato,3.64,33.0
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Wheat,0.0,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Barley,0.05,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Sunflower,0.0,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Rice,2.33,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Lentil,1.39,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Chickpea,0.0,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Cotton,1.27,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Sugarbeet,0.0,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Soybean,9.06,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Peanut,0.0,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Oat,1.48,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Potato,1.83,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Corn,1.96,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Canola,0.0,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Onion,0.71,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Bean,0.0,0.68
59,1037,8774,TEKİRDAĞ,ÇERKEZKÖY,Tomato,0.0,0.68
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Wheat,7.14,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Barley,4.63,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Sunflower,0.0,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Rice,0.0,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Lentil,0.0,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Chickpea,2.79,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Cotton,1.44,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Sugarbeet,2.65,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Soybean,0.11,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Peanut,2.82,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Oat,0.0,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Potato,0.94,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Corn,0.0,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Canola,4.81,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Onion,0.91,2.73
59,1037,8775,TEKİRDAĞ,ÇERKEZKÖY,Bean,1.65,2.73
