CityId,TARGET_FID,FieldId,CityName,DistrictName,CropName,Coef,FieldArea
80,136,7711,OSMANİYE,BAHÇE,Wheat,1.04,17.21
80,136,7711,OSMANİYE,BAHÇE,Barley,5.79,17.21
80,136,7711,OSMANİYE,BAHÇE,Sunflower,0.0,17.21
80,136,7711,OSMANİYE,BAHÇE,Rice,5.81,17.21
80,136,7711,OSMANİYE,BAHÇE,Lentil,5.22,17.21
80,136,7711,OSMANİYE,BAHÇE,Chickpea,0.18,17.21
80,136,7711,OSMANİYE,BAHÇE,Cotton,4.86,17.21
80,136,7711,OSMANİYE,BAHÇE,Sugarbeet,2.19,17.21
80,136,7711,OSMANİYE,BAHÇE,Soybean,5.72,17.21
80,136,7711,OSMANİYE,BAHÇE,Peanut,7.16,17.21
80,136,7711,OSMANİYE,BAHÇE,Oat,2.19,17.21
80,136,7711,OSMANİYE,BAHÇE,Potato,0.49,17.21
80,136,7711,OSMANİYE,BAHÇE,Corn,0.99,17.21
80,136,7711,OSMANİYE,BAHÇE,Canola,5.05,17.21
80,136,7711,OSMANİYE,BAHÇE,Onion,0.29,17.21
80,136,7711,OSMANİYE,BAHÇE,Bean,0.63,17.21
80,136,7711,OSMANİYE,BAHÇE,Tomato,0.0,17.21
80,136,7712,OSMANİYE,BAHÇE,Wheat,6.92,5.0
80,136,7712,OSMANİYE,BAHÇE,Barley,0.16,5.0
80,136,7712,OSMANİYE,BAHÇE,Sunflower,0.04,5.0
80,136,7712,OSMANİYE,BAHÇE,Rice,8.93,5.0
80,136,7712,OSMANİYE,BAHÇE,Lentil,0.0,5.0
80,136,7712,OSMANİYE,BAHÇE,Chickpea,0.0,5.0
80,136,7712,OSMANİYE,BAHÇE,Cotton,0.0,5.0
80,136,7712,OSMANİYE,BAHÇE,Sugarbeet,6.07,5.0
80,136,7712,OSMANİYE,BAHÇE,Soybean,0.37,5.0
80,136,7712,OSMANİYE,BAHÇE,Peanut,0.0,5.0
80,136,7712,OSMANİYE,BAHÇE,Oat,2.74,5.0
80,136,7712,OSMANİYE,BAHÇE,Potato,0.0,5.0
80,136,7712,OSMANİYE,BAHÇE,Corn,3.89,5.0
80,136,7712,OSMANİYE,BAHÇE,Canola,0.0,5.0
80,136,7712,OSMANİYE,BAHÇE,Onion,0.79,5.0
80,136,7712,OSMANİYE,BAHÇE,Bean,0.3,5.0
80,136,7712,OSMANİYE,BAHÇE,Tomato,0.0,5.0
80,136,7713,OSMANİYE,BAHÇE,Wheat,1.13,6.28
80,136,7713,OSMANİYE,BAHÇE,Barley,0.83,6.28
80,136,7713,OSMANİYE,BAHÇE,Sunflower,0.0,6.28
80,136,7713,OSMANİYE,BAHÇE,Rice,0.25,6.28
80,136,7713,OSMANİYE,BAHÇE,Lentil,3.37,6.28
80,136,7713,OSMANİYE,BAHÇE,Chickpea,5.46,6.28
80,136,7713,OSMANİYE,BAHÇE,Cotton,0.0,6.28
80,136,7713,OSMANİYE,BAHÇE,Sugarbeet,1.9,6.28
80,136,7713,OSMANİYE,BAHÇE,Soybean,7.12,6.28
80,136,7713,OSMANİYE,BAHÇE,Peanut,7.87,6.28
80,136,7713,OSMANİYE,BAHÇE,Oat,6.83,6.28
80,136,7713,OSMANİYE,BAHÇE,Potato,0.19,6.28
80,136,7713,OSMANİYE,BAHÇE,Corn,6.06,6.28
80,136,7713,OSMANİYE,BAHÇE,Canola,3.92,6.28
80,136,7713,OSMANİYE,BAHÇE,Onion,1.25,6.28
80,136,7713,OSMANİYE,BAHÇE,Bean,0.0,6.28
80,136,7713,OSMANİYE,BAHÇE,Tomato,0.0,6.28
80,136,7714,OSMANİYE,BAHÇE,Wheat,5.47,23.66
80,136,7714,OSMANİYE,BAHÇE,Barley,4.06,23.66
80,136,7714,OSMANİYE,BAHÇE,Sunflower,0.04,23.66
80,136,7714,OSMANİYE,BAHÇE,Rice,0.23,23.66
80,136,7714,OSMANİYE,BAHÇE,Lentil,0.44,23.66
80,136,7714,OSMANİYE,BAHÇE,Chickpea,1.84,23.66
80,136,7714,OSMANİYE,BAHÇE,Cotton,3.21,23.66
80,136,7714,OSMANİYE,BAHÇE,Sugarbeet,0.0,23.66
80,136,7714,OSMANİYE,BAHÇE,Soybean,1.23,23.66
80,136,7714,OSMANİYE,BAHÇE,Peanut,0.34,23.66
80,136,7714,OSMANİYE,BAHÇE,Oat,1.14,23.66
80,136,7714,OSMANİYE,BAHÇE,Potato,0.0,23.66
80,136,7714,OSMANİYE,BAHÇE,Corn,0.0,23.66
80,136,7714,OSMANİYE,BAHÇE,Canola,2.95,23.66
80,136,7714,OSMANİYE,BAHÇE,Onion,2.88,23.66
80,136,7714,OSMANİYE,BAHÇE,Bean,6.23,23.66
80,136,7714,OSMANİYE,BAHÇE,Tomato,6.52,23.66
80,136,7715,OSMANİYE,BAHÇE,Wheat,0.0,5.91
80,136,7715,OSMANİYE,BAHÇE,Barley,2.03,5.91
80,136,7715,OSMANİYE,BAHÇE,Sunflower,0.32,5.91
80,136,7715,OSMANİYE,BAHÇE,Rice,0.46,5.91
80,136,7715,OSMANİYE,BAHÇE,Lentil,6.03,5.91
80,136,7715,OSMANİYE,BAHÇE,Chickpea,0.0,5.91
80,136,7715,OSMANİYE,BAHÇE,Cotton,0.0,5.91
80,136,7715,OSMANİYE,BAHÇE,Sugarbeet,2.78,5.91
80,136,7715,OSMANİYE,BAHÇE,Soybean,0.0,5.91
80,136,7715,OSMANİYE,BAHÇE,Peanut,5.06,5.91
80,136,7715,OSMANİYE,BAHÇE,Oat,2.07,5.91
80,136,7715,OSMANİYE,BAHÇE,Potato,1.89,5.91
80,136,7715,OSMANİYE,BAHÇE,Corn,3.99,5.91
80,136,7715,OSMANİYE,BAHÇE,Canola,4.2,5.91
80,136,7715,OSMANİYE,BAHÇE,Onion,8.09,5.91
80,136,7715,OSMANİYE,BAHÇE,Bean,0.0,5.91
80,136,7715,OSMANİYE,BAHÇE,Tomato,4.38,5.91
80,136,7716,OSMANİYE,BAHÇE,Wheat,0.0,25.52
80,136,7716,OSMANİYE,BAHÇE,Barley,5.17,25.52
80,136,7716,OSMANİYE,BAHÇE,Sunflower,3.43,25.52
80,136,7716,OSMANİYE,BAHÇE,Rice,0.0,25.52
80,136,7716,OSMANİYE,BAHÇE,Lentil,0.08,25.52
80,136,7716,OSMANİYE,BAHÇE,Chickpea,2.43,25.52
80,136,7716,OSMANİYE,BAHÇE,Cotton,1.47,25.52
80,136,7716,OSMANİYE,BAHÇE,Sugarbeet,0.42,25.52
80,136,7716,OSMANİYE,BAHÇE,Soybean,4.9,25.52
80,136,7716,OSMANİYE,BAHÇE,Peanut,7.16,25.52
80,136,7716,OSMANİYE,BAHÇE,Oat,0.0,25.52
80,136,7716,OSMANİYE,BAHÇE,Potato,0.0,25.52
80,136,7716,OSMANİYE,BAHÇE,Corn,1.49,25.52
80,136,7716,OSMANİYE,BAHÇE,Canola,3.53,25.52
80,136,7716,OSMANİYE,BAHÇE,Onion,4.46,25.52
80,136,7716,OSMANİYE,BAHÇE,Bean,0.0,25.52
80,136,7716,OSMANİYE,BAHÇE,Tomato,0.0,25.52
80,136,7717,OSMANİYE,BAHÇE,Wheat,1.62,14.91
80,136,7717,OSMANİYE,BAHÇE,Barley,9.43,14.91
80,136,7717,OSMANİYE,BAHÇE,Sunflower,0.0,14.91
80,136,7717,OSMANİYE,BAHÇE,Rice,4.04,14.91
80,136,7717,OSMANİYE,BAHÇE,Lentil,2.1,14.91
80,136,7717,OSMANİYE,BAHÇE,Chickpea,1.83,14.91
80,136,7717,OSMANİYE,BAHÇE,Cotton,2.23,14.91
80,136,7717,OSMANİYE,BAHÇE,Sugarbeet,0.0,14.91
80,136,7717,OSMANİYE,BAHÇE,Soybean,0.0,14.91
80,136,7717,OSMANİYE,BAHÇE,Peanut,1.68,14.91
80,136,7717,OSMANİYE,BAHÇE,Oat,4.96,14.91
80,136,7717,OSMANİYE,BAHÇE,Potato,0.93,14.91
80,136,7717,OSMANİYE,BAHÇE,Corn,3.48,14.91
80,136,7717,OSMANİYE,BAHÇE,Canola,1.34,14.91
80,136,7717,OSMANİYE,BAHÇE,Onion,3.0,14.91
80,136,7717,OSMANİYE,BAHÇE,Bean,0.0,14.91
80,136,7717,OSMANİYE,BAHÇE,Tomato,0.62,14.91
80,136,7718,OSMANİYE,BAHÇE,Wheat,2.14,18.94
80,136,7718,OSMANİYE,BAHÇE,Barley,2.96,18.94
80,136,7718,OSMANİYE,BAHÇE,Sunflower,0.68,18.94
80,136,7718,OSMANİYE,BAHÇE,Rice,0.0,18.94
80,136,7718,OSMANİYE,BAHÇE,Lentil,1.53,18.94
80,136,7718,OSMANİYE,BAHÇE,Chickpea,1.72,18.94
80,136,7718,OSMANİYE,BAHÇE,Cotton,0.68,18.94
80,136,7718,OSMANİYE,BAHÇE,Sugarbeet,6.28,18.94
80,136,7718,OSMANİYE,BAHÇE,Soybean,4.31,18.94
80,136,7718,OSMANİYE,BAHÇE,Peanut,4.56,18.94
80,136,7718,OSMANİYE,BAHÇE,Oat,0.0,18.94
80,136,7718,OSMANİYE,BAHÇE,Potato,0.39,18.94
80,136,7718,OSMANİYE,BAHÇE,Corn,4.4,18.94
80,136,7718,OSMANİYE,BAHÇE,Canola,3.48,18.94
80,136,7718,OSMANİYE,BAHÇE,Onion,0.0,18.94
80,136,7718,OSMANİYE,BAHÇE,Bean,0.0,18.94
80,136,7718,OSMANİYE,BAHÇE,Tomato,5.31,18.94
80,136,7719,OSMANİYE,BAHÇE,Wheat,4.02,24.25
80,136,7719,OSMANİYE,BAHÇE,Barley,0.83,24.25
80,136,7719,OSMANİYE,BAHÇE,Sunflower,3.11,24.25
80,136,7719,OSMANİYE,BAHÇE,Rice,0.77,24.25
80,136,7719,OSMANİYE,BAHÇE,Lentil,2.36,24.25
80,136,7719,OSMANİYE,BAHÇE,Chickpea,7.07,24.25
80,136,7719,OSMANİYE,BAHÇE,Cotton,0.0,24.25
80,136,7719,OSMANİYE,BAHÇE,Sugarbeet,4.92,24.25
80,136,7719,OSMANİYE,BAHÇE,Soybean,4.11,24.25
80,136,7719,OSMANİYE,BAHÇE,Peanut,4.2,24.25
80,136,7719,OSMANİYE,BAHÇE,Oat,2.29,24.25
80,136,7719,OSMANİYE,BAHÇE,Potato,2.15,24.25
80,136,7719,OSMANİYE,BAHÇE,Corn,2.8,24.25
80,136,7719,OSMANİYE,BAHÇE,Canola,2.54,24.25
80,136,7719,OSMANİYE,BAHÇE,Onion,0.0,24.25
80,136,7719,OSMANİYE,BAHÇE,Bean,0.0,24.25
