CityId,DistrictId,CityName,DistrictName,MaxWheatArea,MaxBarleyArea,MaxSunflowerArea,MaxRiceArea,MaxLentilArea,MaxChickpeaArea,MaxCottonArea,MaxSugarbeetArea,MaxSoybeanArea,MaxPeanutArea,MaxOatArea,MaxPotatoArea,MaxCornArea,MaxCanolaArea,MaxOnionArea,MaxBeanArea,MaxTomatoArea
1,225,ADANA,ALADAG,58500,3770,13312,0,0,1640.6,0,0,0,0,0,0,208,0,0,84.5,326.3
1,132,ADANA,CEYHAN,167459.5,2600,280818.2,0,0,3279.9,490553.7,0,41185.3,104514.8,0,9100,390087.1,0,4069,65,419.9
1,113,ADANA,CUKUROVA,24440,4550,50481.6,0,0,0,288.6,0,478.4,2554.5,0,975,8937.5,0,390,260,130
1,291,ADANA,FEKE,42120,4332.9,0,0,0,271.7,0,0,0,0,0,0,166.4,0,0,2600,1696.5
1,165,ADANA,IMAMOGLU,170969.5,640.9,195738.4,0,0,45.5,30310.8,0,9158.5,5480.8,223.6,2536.3,22439.3,0,722.8,0,0
1,170,ADANA,KARAISALI,118300,4550,103541.1,0,0,109.2,19.5,0,1075.1,650,223.6,39,17026.1,0,45.5,325,170.3
1,51,ADANA,KARATAS,102547.9,198.9,0,0,0,0,496325.7,0,45362.2,58500,0,455,56102.8,0,1170,0,23452
1,239,ADANA,KOZAN,270683.4,3945.5,147427.8,0,0,2047.5,31028.4,0,35001.2,26520,0,0,115389.3,0,2080,546,266.5
1,210,ADANA,POZANTI,2883.4,1560,0,0,0,1038.7,0,0,0,0,0,0,0,0,0,598,52
1,303,ADANA,SAIMBEYLI,50700,6500,0,0,0,1094.6,0,0,0,0,0,650,119.6,0,130,2275,2869.1
1,131,ADANA,SARICAM,280501,2637.7,176177.3,0,0,1202.5,24094.2,0,3581.5,8060,195,17550,30084.6,36.4,9327.5,0,323.7
1,105,ADANA,SEYHAN,31850,49.4,88.4,0,0,0,63772.8,0,39414.7,13650,0,7800,93254.2,0,6864,1635.4,286
1,351,ADANA,TUFANBEYLI,197600,24050,0,0,0,38274.6,0,5603,0,0,0,11700,286,0,65,11440,652.6
1,75,ADANA,YUMURTALIK,123760,3380,112981.7,0,0,161.2,90749.1,0,11931.4,15405,0,11804,30895.8,0,2112.5,299,1729
1,104,ADANA,YUREGIR,114452,2880.8,16662.1,0,0,0,234062.4,0,77035.4,42250,0,24180,180701.3,0,20800,0,11937.9
2,233,ADIYAMAN,BESNI,127843.3,109759,14.3,0,4550,86444.8,201992.7,0,0,0,0,975,28471.3,0,253.5,0,1040
2,307,ADIYAMAN,CELIKHAN,195,110.5,0,0,0,0,0,0,0,0,0,19.5,2320.5,0,299,1365,325
2,331,ADIYAMAN,GERGER,64844,5462.6,0,0,97.5,1444.3,42.9,0,0,0,0,0,378.3,0,317.2,145.6,546
2,265,ADIYAMAN,GOLBASI,41770.3,37671.4,1664,0,663,8312.2,0,39,0,0,0,0,2203.5,0,36.4,169,461.5
2,285,ADIYAMAN,KAHTA,202012.2,267234.5,0,0,260,125760.7,15003.3,0,0,0,0,0,5460,0,104,0,338
2,279,ADIYAMAN,MERKEZ,269202.7,213236.4,0,0,2275,181138.1,36792.6,0,0,0,0,149.5,14142.7,0,575.9,260,171.6
2,220,ADIYAMAN,SAMSAT,19061.9,33052.5,0,0,0,18590,27413.1,0,0,0,0,0,0,0,0,0,0
2,314,ADIYAMAN,SINCIK,30069,5519.8,0,0,65,214.5,0,0,0,0,0,0,656.5,0,0,24.7,97.5
2,263,ADIYAMAN,TUT,13084.5,6331,0,0,28.6,2099.5,729.3,0,0,0,0,0,1335.1,0,364,442,252.2
3,290,AFYONKARAHISAR,BASMAKCI,46166.9,26357.5,598,0,0,33.8,0,296.4,0,0,76.7,0,7020,0,26,214.5,208
3,530,AFYONKARAHISAR,BAYAT,33932.6,19155.5,71.5,0,0,1400.1,0,0,0,0,1625,156,240.5,0,67.6,120.9,117
3,479,AFYONKARAHISAR,BOLVADIN,40106.3,153531.3,40.3,0,52,1302.6,0,27687.4,0,0,37.7,11700,7150,0,26,585,390
3,426,AFYONKARAHISAR,CAY,130357.5,78806,388.7,0,26,652.6,0,0,453.7,0,8404.5,1690,9599.2,0,65,845,208
3,461,AFYONKARAHISAR,COBANLAR,33442.5,27820,332.8,0,0,0,0,0,0,0,0,2600,7150,0,0,0,327.6
3,299,AFYONKARAHISAR,DAZKIRI,44834.4,36979.8,10240.1,0,0,0,0,617.5,0,0,286,26,7179.9,0,27.3,455,228.8
3,365,AFYONKARAHISAR,DINAR,253099.6,134891.9,20920.9,0,165.1,1147.9,0,15177.5,0,0,1755,22750,7445.1,0,686.4,1497.6,1391
3,545,AFYONKARAHISAR,EMIRDAG,302710.2,303743.7,45032,0,78,6099.6,0,117938.6,0,0,9477,14040,33277.4,2098.2,1040,208,520
3,321,AFYONKARAHISAR,EVCILER,64613.9,21794.5,19828.9,0,0,49.4,0,834.6,0,0,1235,0,9770.8,0,13,2.6,13
3,454,AFYONKARAHISAR,HOCALAR,29487.9,16705,39,0,19.5,2077.4,0,0,0,0,860.6,169,68.9,0,13,351,221
3,541,AFYONKARAHISAR,IHSANIYE,266359.6,43906.2,3685.5,0,65,2551.9,0,377,0,0,15832.7,7670,2600,0,120.9,313.3,100.1
3,508,AFYONKARAHISAR,ISCEHISAR,69504.5,3667.3,146.9,0,37.7,312,0,0,0,0,3057.6,59.8,254.8,9.1,58.5,468,780
3,352,AFYONKARAHISAR,KIZILOREN,23036,21313.5,0,0,0,243.1,0,0,0,0,590.2,3575,52,0,107.9,37.7,49.4
