CityId,TARGET_FID,FieldId,CityName,DistrictName,CropName,Coef,FieldArea
67,982,9651,ZONGULDAK,ALAPLI,Wheat,5.47,23.69
67,982,9651,ZONGULDAK,ALAPLI,Barley,5.49,23.69
67,982,9651,ZONGULDAK,ALAPLI,Sunflower,1.64,23.69
67,982,9651,ZONGULDAK,ALAPLI,Rice,0.0,23.69
67,982,9651,ZONGULDAK,ALAPLI,Lentil,0.0,23.69
67,982,9651,ZONGULDAK,ALAPLI,Chickpea,0.99,23.69
67,982,9651,ZONGULDAK,ALAPLI,Cotton,0.96,23.69
67,982,9651,ZONGULDAK,ALAPLI,Sugarbeet,0.0,23.69
67,982,9651,ZONGULDAK,ALAPLI,Soybean,0.89,23.69
67,982,9651,ZONGULDAK,ALAPLI,Peanut,2.73,23.69
67,982,9651,ZONGULDAK,ALAPLI,Oat,0.0,23.69
67,982,9651,ZONGULDAK,ALAPLI,Potato,6.83,23.69
67,982,9651,ZONGULDAK,ALAPLI,Corn,8.76,23.69
67,982,9651,ZONGULDAK,ALAPLI,Canola,0.0,23.69
67,982,9651,ZONGULDAK,ALAPLI,Onion,0.57,23.69
67,982,9651,ZONGULDAK,ALAPLI,Bean,2.6,23.69
67,982,9651,ZONGULDAK,ALAPLI,Tomato,5.73,23.69
67,982,9652,ZONGULDAK,ALAPLI,Wheat,1.52,7.91
67,982,9652,ZONGULDAK,ALAPLI,Barley,1.64,7.91
67,982,9652,ZONGULDAK,ALAPLI,Sunflower,1.31,7.91
67,982,9652,ZONGULDAK,ALAPLI,Rice,0.0,7.91
67,982,9652,ZONGULDAK,ALAPLI,Lentil,1.27,7.91
67,982,9652,ZONGULDAK,ALAPLI,Chickpea,1.87,7.91
67,982,9652,ZONGULDAK,ALAPLI,Cotton,6.32,7.91
67,982,9652,ZONGULDAK,ALAPLI,Sugarbeet,9.18,7.91
67,982,9652,ZONGULDAK,ALAPLI,Soybean,5.44,7.91
67,982,9652,ZONGULDAK,ALAPLI,Peanut,4.22,7.91
67,982,9652,ZONGULDAK,ALAPLI,Oat,0.52,7.91
67,982,9652,ZONGULDAK,ALAPLI,Potato,6.44,7.91
67,982,9652,ZONGULDAK,ALAPLI,Corn,4.1,7.91
67,982,9652,ZONGULDAK,ALAPLI,Canola,4.31,7.91
67,982,9652,ZONGULDAK,ALAPLI,Onion,6.56,7.91
67,982,9652,ZONGULDAK,ALAPLI,Bean,2.69,7.91
67,982,9652,ZONGULDAK,ALAPLI,Tomato,3.87,7.91
