CityId,TARGET_FID,FieldId,CityName,DistrictName,CropName,Coef,FieldArea
77,835,9451,YALOVA,ALTINOVA,Wheat,2.41,23.53
77,835,9451,YALOVA,ALTINOVA,Barley,0.95,23.53
77,835,9451,YALOVA,ALTINOVA,Sunflower,2.7,23.53
77,835,9451,YALOVA,ALTINOVA,Rice,0.0,23.53
77,835,9451,YALOVA,ALTINOVA,Lentil,6.8,23.53
77,835,9451,YALOVA,ALTINOVA,Chickpea,2.54,23.53
77,835,9451,YALOVA,ALTINOVA,Cotton,1.56,23.53
77,835,9451,YALOVA,ALTINOVA,Sugarbeet,7.35,23.53
77,835,9451,YALOVA,ALTINOVA,Soybean,5.44,23.53
77,835,9451,YALOVA,ALTINOVA,Peanut,4.47,23.53
77,835,9451,YALOVA,ALTINOVA,Oat,4.54,23.53
77,835,9451,YALOVA,ALTINOVA,Potato,1.82,23.53
77,835,9451,YALOVA,ALTINOVA,Corn,2.45,23.53
77,835,9451,YALOVA,ALTINOVA,Canola,5.74,23.53
77,835,9451,YALOVA,ALTINOVA,Onion,0.0,23.53
77,835,9451,YALOVA,ALTINOVA,Bean,0.0,23.53
77,835,9451,YALOVA,ALTINOVA,Tomato,0.08,23.53
77,835,9452,YALOVA,ALTINOVA,Wheat,4.36,24.29
77,835,9452,YALOVA,ALTINOVA,Barley,3.78,24.29
77,835,9452,YALOVA,ALTINOVA,Sunflower,0.0,24.29
77,835,9452,YALOVA,ALTINOVA,Rice,1.61,24.29
77,835,9452,YALOVA,ALTINOVA,Lentil,2.11,24.29
77,835,9452,YALOVA,ALTINOVA,Chickpea,0.73,24.29
77,835,9452,YALOVA,ALTINOVA,Cotton,2.79,24.29
77,835,9452,YALOVA,ALTINOVA,Sugarbeet,3.61,24.29
77,835,9452,YALOVA,ALTINOVA,Soybean,1.74,24.29
77,835,9452,YALOVA,ALTINOVA,Peanut,4.32,24.29
77,835,9452,YALOVA,ALTINOVA,Oat,7.17,24.29
77,835,9452,YALOVA,ALTINOVA,Potato,0.16,24.29
77,835,9452,YALOVA,ALTINOVA,Corn,3.83,24.29
77,835,9452,YALOVA,ALTINOVA,Canola,5.33,24.29
77,835,9452,YALOVA,ALTINOVA,Onion,0.0,24.29
77,835,9452,YALOVA,ALTINOVA,Bean,4.75,24.29
77,835,9452,YALOVA,ALTINOVA,Tomato,7.09,24.29
77,835,9453,YALOVA,ALTINOVA,Wheat,6.21,10.56
77,835,9453,YALOVA,ALTINOVA,Barley,0.0,10.56
77,835,9453,YALOVA,ALTINOVA,Sunflower,0.0,10.56
77,835,9453,YALOVA,ALTINOVA,Rice,0.0,10.56
77,835,9453,YALOVA,ALTINOVA,Lentil,3.37,10.56
77,835,9453,YALOVA,ALTINOVA,Chickpea,0.0,10.56
77,835,9453,YALOVA,ALTINOVA,Cotton,7.7,10.56
77,835,9453,YALOVA,ALTINOVA,Sugarbeet,0.0,10.56
77,835,9453,YALOVA,ALTINOVA,Soybean,5.41,10.56
77,835,9453,YALOVA,ALTINOVA,Peanut,5.86,10.56
77,835,9453,YALOVA,ALTINOVA,Oat,1.41,10.56
77,835,9453,YALOVA,ALTINOVA,Potato,9.49,10.56
77,835,9453,YALOVA,ALTINOVA,Corn,0.28,10.56
77,835,9453,YALOVA,ALTINOVA,Canola,0.0,10.56
77,835,9453,YALOVA,ALTINOVA,Onion,7.79,10.56
77,835,9453,YALOVA,ALTINOVA,Bean,0.46,10.56
77,835,9453,YALOVA,ALTINOVA,Tomato,4.29,10.56
77,835,9454,YALOVA,ALTINOVA,Wheat,5.07,16.77
77,835,9454,YALOVA,ALTINOVA,Barley,5.96,16.77
77,835,9454,YALOVA,ALTINOVA,Sunflower,0.0,16.77
77,835,9454,YALOVA,ALTINOVA,Rice,6.08,16.77
77,835,9454,YALOVA,ALTINOVA,Lentil,0.0,16.77
77,835,9454,YALOVA,ALTINOVA,Chickpea,3.11,16.77
77,835,9454,YALOVA,ALTINOVA,Cotton,5.36,16.77
77,835,9454,YALOVA,ALTINOVA,Sugarbeet,1.43,16.77
77,835,9454,YALOVA,ALTINOVA,Soybean,2.21,16.77
77,835,9454,YALOVA,ALTINOVA,Peanut,1.68,16.77
77,835,9454,YALOVA,ALTINOVA,Oat,4.09,16.77
77,835,9454,YALOVA,ALTINOVA,Potato,9.39,16.77
77,835,9454,YALOVA,ALTINOVA,Corn,1.19,16.77
77,835,9454,YALOVA,ALTINOVA,Canola,3.67,16.77
77,835,9454,YALOVA,ALTINOVA,Onion,7.28,16.77
77,835,9454,YALOVA,ALTINOVA,Bean,5.88,16.77
77,835,9454,YALOVA,ALTINOVA,Tomato,5.19,16.77
77,835,9455,YALOVA,ALTINOVA,Wheat,0.0,10.24
77,835,9455,YALOVA,ALTINOVA,Barley,0.0,10.24
77,835,9455,YALOVA,ALTINOVA,Sunflower,2.04,10.24
77,835,9455,YALOVA,ALTINOVA,Rice,3.44,10.24
77,835,9455,YALOVA,ALTINOVA,Lentil,4.66,10.24
77,835,9455,YALOVA,ALTINOVA,Chickpea,4.61,10.24
77,835,9455,YALOVA,ALTINOVA,Cotton,0.0,10.24
77,835,9455,YALOVA,ALTINOVA,Sugarbeet,0.2,10.24
77,835,9455,YALOVA,ALTINOVA,Soybean,0.0,10.24
77,835,9455,YALOVA,ALTINOVA,Peanut,3.92,10.24
77,835,9455,YALOVA,ALTINOVA,Oat,1.43,10.24
77,835,9455,YALOVA,ALTINOVA,Potato,0.0,10.24
77,835,9455,YALOVA,ALTINOVA,Corn,0.63,10.24
77,835,9455,YALOVA,ALTINOVA,Canola,0.0,10.24
77,835,9455,YALOVA,ALTINOVA,Onion,3.77,10.24
77,835,9455,YALOVA,ALTINOVA,Bean,1.28,10.24
77,835,9455,YALOVA,ALTINOVA,Tomato,1.76,10.24
77,835,9456,YALOVA,ALTINOVA,Wheat,1.69,12.62
77,835,9456,YALOVA,ALTINOVA,Barley,1.49,12.62
77,835,9456,YALOVA,ALTINOVA,Sunflower,0.0,12.62
77,835,9456,YALOVA,ALTINOVA,Rice,0.0,12.62
77,835,9456,YALOVA,ALTINOVA,Lentil,2.18,12.62
77,835,9456,YALOVA,ALTINOVA,Chickpea,5.42,12.62
77,835,9456,YALOVA,ALTINOVA,Cotton,1.88,12.62
77,835,9456,YALOVA,ALTINOVA,Sugarbeet,0.0,12.62
77,835,9456,YALOVA,ALTINOVA,Soybean,0.75,12.62
77,835,9456,YALOVA,ALTINOVA,Peanut,0.11,12.62
77,835,9456,YALOVA,ALTINOVA,Oat,2.24,12.62
77,835,9456,YALOVA,ALTINOVA,Potato,2.84,12.62
77,835,9456,YALOVA,ALTINOVA,Corn,6.5,12.62
77,835,9456,YALOVA,ALTINOVA,Canola,3.54,12.62
77,835,9456,YALOVA,ALTINOVA,Onion,6.4,12.62
77,835,9456,YALOVA,ALTINOVA,Bean,2.82,12.62
77,835,9456,YALOVA,ALTINOVA,Tomato,2.46,12.62
77,835,9457,YALOVA,ALTINOVA,Wheat,0.0,12.68
77,835,9457,YALOVA,ALTINOVA,Barley,5.23,12.68
77,835,9457,YALOVA,ALTINOVA,Sunflower,0.0,12.68
77,835,9457,YALOVA,ALTINOVA,Rice,0.0,12.68
77,835,9457,YALOVA,ALTINOVA,Lentil,0.03,12.68
77,835,9457,YALOVA,ALTINOVA,Chickpea,4.76,12.68
77,835,9457,YALOVA,ALTINOVA,Cotton,1.63,12.68
77,835,9457,YALOVA,ALTINOVA,Sugarbeet,5.59,12.68
77,835,9457,YALOVA,ALTINOVA,Soybean,13.59,12.68
77,835,9457,YALOVA,ALTINOVA,Peanut,1.76,12.68
77,835,9457,YALOVA,ALTINOVA,Oat,4.32,12.68
77,835,9457,YALOVA,ALTINOVA,Potato,1.53,12.68
77,835,9457,YALOVA,ALTINOVA,Corn,1.61,12.68
77,835,9457,YALOVA,ALTINOVA,Canola,4.54,12.68
77,835,9457,YALOVA,ALTINOVA,Onion,3.55,12.68
77,835,9457,YALOVA,ALTINOVA,Bean,0.35,12.68
77,835,9457,YALOVA,ALTINOVA,Tomato,1.7,12.68
77,835,9458,YALOVA,ALTINOVA,Wheat,0.0,16.79
77,835,9458,YALOVA,ALTINOVA,Barley,0.0,16.79
77,835,9458,YALOVA,ALTINOVA,Sunflower,2.58,16.79
77,835,9458,YALOVA,ALTINOVA,Rice,0.0,16.79
77,835,9458,YALOVA,ALTINOVA,Lentil,2.46,16.79
77,835,9458,YALOVA,ALTINOVA,Chickpea,0.0,16.79
77,835,9458,YALOVA,ALTINOVA,Cotton,6.11,16.79
77,835,9458,YALOVA,ALTINOVA,Sugarbeet,0.52,16.79
77,835,9458,YALOVA,ALTINOVA,Soybean,4.19,16.79
77,835,9458,YALOVA,ALTINOVA,Peanut,5.28,16.79
77,835,9458,YALOVA,ALTINOVA,Oat,0.0,16.79
77,835,9458,YALOVA,ALTINOVA,Potato,4.61,16.79
77,835,9458,YALOVA,ALTINOVA,Corn,5.52,16.79
77,835,9458,YALOVA,ALTINOVA,Canola,4.64,16.79
77,835,9458,YALOVA,ALTINOVA,Onion,0.94,16.79
77,835,9458,YALOVA,ALTINOVA,Bean,0.62,16.79
77,835,9458,YALOVA,ALTINOVA,Tomato,2.57,16.79
77,835,9459,YALOVA,ALTINOVA,Wheat,0.12,21.67
77,835,9459,YALOVA,ALTINOVA,Barley,0.0,21.67
77,835,9459,YALOVA,ALTINOVA,Sunflower,0.0,21.67
77,835,9459,YALOVA,ALTINOVA,Rice,5.37,21.67
77,835,9459,YALOVA,ALTINOVA,Lentil,0.0,21.67
77,835,9459,YALOVA,ALTINOVA,Chickpea,0.0,21.67
77,835,9459,YALOVA,ALTINOVA,Cotton,0.0,21.67
77,835,9459,YALOVA,ALTINOVA,Sugarbeet,3.84,21.67
77,835,9459,YALOVA,ALTINOVA,Soybean,2.68,21.67
77,835,9459,YALOVA,ALTINOVA,Peanut,0.0,21.67
77,835,9459,YALOVA,ALTINOVA,Oat,0.0,21.67
77,835,9459,YALOVA,ALTINOVA,Potato,4.94,21.67
